HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Parkinglot_Group
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,279646,"(1200, 1400]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,119469,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,268849,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,265486,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,213274,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107345,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,245132,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,221238,"(1200, 1400]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,132743,"(0, 200]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,369026,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,144247,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,216814,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,161946,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,150442,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,128318,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,141592,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,243362,
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,212389,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,227433,"(400, 600]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,92920,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,278761,"(200, 400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,341592,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,194690,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,265486,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,296460,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,260176,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,371681,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,415929,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,338938,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,252212,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92920,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,305309,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,307079,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,75221,
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,78318,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,194690,"(400, 600]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,64601,"(0, 200]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,117699,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96460,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,219469,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,98230,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,89380,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,274336,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,98477,"(800, 1000]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,191938,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,212389,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,261061,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,284955,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,283185,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,192920,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,137168,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,287610,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,347787,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,398230,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,194690,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92920,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,256637,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,196460,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,146017,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,198230,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,393805,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,200318,"(200, 400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237610,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,149557,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,265486,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,448672,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,214601,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,238938,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,252212,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,300000,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,199115,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,260176,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,530973,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,251327,"(600, 800]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,358407,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,225663,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,309734,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,238938,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,150442,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,252212,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,277876,"(400, 600]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,114159,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,238053,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,66371,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,190265,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,68141,
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316371,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,318584,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,209442,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173893,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135840,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,442477,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,192035,"(600, 800]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,97345,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,172566,"(0, 200]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105840,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,35398,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,210619,"(400, 600]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,392035,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,307079,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,446902,"(200, 400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,250442,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,"(800, 1000]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,115044,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,191938,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,97345,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,183185,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,52212,
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,169026,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,134513,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,117699,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,337168,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,119469,"(600, 800]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,265486,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,345132,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,124778,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,267256,"(1000, 1200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176,"(800, 1000]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,128318,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,86725,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,265486,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,242477,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,101769,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,230088,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159292,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,234513,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,226548,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,53097,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,185840,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,371681,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,247787,
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,386725,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,243362,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,240707,"(1200, 1400]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,112831,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,178761,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,181858,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,256637,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,128318,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,345132,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,265486,"(600, 800]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,75221,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,296460,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,327433,"(800, 1000]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,464601,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141,"(600, 800]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,48672,"(0, 200]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,55752,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,191938,"(200, 400]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,161061,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,433628,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,371681,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,203539,"(1200, 1400]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,106194,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,287610,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,420353,"(1200, 1400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,100000,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,167256,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262831,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84955,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,187610,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,191150,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,228318,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,373893,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,249557,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,323008,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,265486,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,526548,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451,"(200, 400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,191150,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,187610,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,327433,"(600, 800]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,65044,"(200, 400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,167256,"(200, 400]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,79646,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,115044,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,234513,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,63716,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,37168,
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,44690,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,178761,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,345132,"(800, 1000]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,238938,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,330088,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,158407,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,318584,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,360176,"(1200, 1400]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,57522,"(0, 200]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,53982,"(0, 200]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,70796,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,184070,"(400, 600]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,57522,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,162831,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,318584,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,491150,"(1200, 1400]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,57522,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,305309,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,274336,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,181415,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,260176,"(400, 600]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,56637,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,179646,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,44247,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146902,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,212389,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,268141,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,85840,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,221238,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,281858,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,279646,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176,"(800, 1000]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,100884,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,362831,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,242300,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,402654,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,150442,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,191150,"(600, 800]"
